node,label,degree,weighted_degree,betweenness,closeness,eigenvector,pagerank,clustering_coef,core_number
214,HBDIS002106,9,3.2566240000000004,0.0005541491920756666,0.16284420602316152,0.02962807274289951,0.0021413539236134088,0.1700562480430231,5
215,HBDIS002109,5,0.500525,0.015352451480459944,0.05577047526751069,8.806919919506773e-05,0.0008032751850637926,0.0,5
216,HBDIS002113,5,2.07357,0.0,0.1517462809211629,0.022646714758153746,0.0012710568506363717,0.48715470120883264,5
217,HBDIS002127,5,1.8618199999999998,0.0,0.14518613805782288,0.017977452602542132,0.0011766143817554344,0.3950577193885868,5
218,HBDIS002148,5,0.47348599999999996,0.014508633392526542,0.050413286711046154,3.3889105318177885e-05,0.0008305128881271274,0.02383061760465046,5
219,HBDIS002166,7,2.640494,0.0002770745960378333,0.1556742014425959,0.02643336824450335,0.0017120572447337642,0.2880897410418906,5
220,HBDIS002227,5,1.027238,0.006322338509590559,0.09624887875869947,0.0017638423895190293,0.0008981782656946164,0.0,5
221,HBDIS002228,6,2.847241,0.0001007543985592121,0.16307296105644836,0.022083551464969972,0.001662322111551316,0.3317363467390083,5
222,HBDIS002230,6,0.69192,0.01730456795254468,0.07139558943932726,0.00035199447116140503,0.0009883358259352329,0.0,5
223,HBDIS002263,5,0.8128559999999999,0.00324932935353459,0.08162164617433353,0.0009618105717161199,0.000839184933830166,0.11770894593496681,5
224,HBDIS002266,10,4.134575,0.0032367350537146886,0.1715950293827976,0.04915520309723074,0.002430003197905449,0.2024969658860158,5
225,HBDIS002276,12,1.9825060000000003,0.009672422261684362,0.1097909585507247,0.003091468128315794,0.002086531423668584,0.0062933532525579925,5
226,HBDIS002278,5,1.6597929999999999,0.001448344479288674,0.1373773173908965,0.011042245264301555,0.001133227250961578,0.20355531395602133,5
227,HBDIS002286,5,2.164577,0.0,0.15399831362482966,0.028034348988605122,0.0012904206487472196,0.62896656513563,5
228,HBDIS002313,6,0.684102,0.01981083361670508,0.06851445604383194,0.00019106640848191227,0.0009530474116063541,0.034893839239244794,5
229,HBDIS002349,5,3.02691,0.0,0.17166348987236432,0.04217898323978612,0.0016450788895450244,0.7850605916948717,5
230,HBDIS002350,21,9.304490000000001,0.006674978904547802,0.18120141722704863,0.059954171656553666,0.005235462275522411,0.07413830299153672,5
231,HBDIS002358,5,1.413878,0.001863956373345424,0.11515865049483727,0.0037549770717712717,0.0010647460152663035,0.0,5
232,HBDIS002365,181,98.85554099999996,0.11777244619085402,0.21969437382927232,0.2807470411371621,0.04889816823665325,0.030368579838991907,5
233,HBDIS002368,15,8.176969,0.0008753038374831551,0.18529277993382728,0.06828708106736278,0.004318068378253396,0.1659497601535118,5
234,HBDIS002423,7,1.325083,0.011800858931247717,0.09828113776015417,0.0019692458977484295,0.0012344205216991864,0.0,5
235,HBDIS002435,5,1.104055,0.00108310978451153,0.10063763912720822,0.0023586957281281906,0.0009446402103721876,0.0,5
236,HBDIS002442,5,1.457305,0.0031611692547952796,0.13157093909848092,0.014928144218055384,0.0010106992637401507,0.3832764808365673,5
237,HBDIS002443,6,2.030172,0.001989899371544439,0.14537753266409306,0.015642690273290762,0.0014012690745191854,0.21577492057815373,5
238,HBDIS002451,152,88.790892,0.06972519237792975,0.2134841130250101,0.2735993830696927,0.04262762884050074,0.03856540344299525,5
239,HBDIS002459,5,2.5639960000000004,1.2594299819901513e-05,0.16021012692794717,0.029901336158281895,0.0014382801225723174,0.5633442800096886,5
240,HBDIS002461,5,1.7333979999999998,0.0008312237881134999,0.14087299593518265,0.01978239350658433,0.001125378694616192,0.48466333042077114,5
241,HBDIS002483,5,2.818377,0.0,0.16754425587541966,0.04620362016440753,0.001535209384833195,0.7540981944557757,5
242,HBDIS002488,5,0.6552230000000001,0.004622108033903855,0.07561160750239405,0.0011680349767782341,0.0007332136893041389,0.0,5
243,HBDIS002495,5,2.338281,0.0,0.15700216044962842,0.03076840814556519,0.0013446644123375723,0.5970030839560412,5
244,HBDIS002510,10,5.938503000000001,0.0006297149909950757,0.18397036818570986,0.0671327677372891,0.003071755306170103,0.34923972374293033,5
245,HBDIS002519,6,1.06361,0.010163599954660521,0.08900110433978888,0.000718157456696333,0.0011079679702659944,0.017745291014550156,5
246,HBDIS002525,10,5.701536999999999,0.00039042329441694686,0.18261352663694125,0.06277062890573777,0.0030125829411538694,0.3557939111698334,5
247,HBDIS002529,7,1.784326,0.01198977342854624,0.13238457396839615,0.01128963474219552,0.0013207513439768969,0.11712892579582355,5
248,HBDIS002540,5,1.198766,0.001863956373345424,0.10083067467064095,0.0013522390458287675,0.0010862458734514986,0.05847899760802272,5
249,HBDIS002565,13,6.7718560000000005,0.002481077064520598,0.18501811260497342,0.06689803137288497,0.0036689593693067586,0.19884301367403387,5
250,HBDIS002592,5,1.9956089999999997,0.00013853729801891664,0.1419770276652598,0.009409484827559999,0.0012967500508075738,0.10855649619737714,5
251,HBDIS002598,5,3.762705,0.0,0.18120320013041755,0.05917557093394289,0.0019312724229329213,0.9143135979900388,5
252,HBDIS002602,8,2.881941,0.0007178750897343862,0.1583458835971779,0.020352582063054,0.0019002590358966303,0.11399864133316925,5
253,HBDIS002612,5,2.9252890000000003,0.0,0.16937975179320872,0.04795670809389322,0.0015792201332870768,0.7730502042966951,5
254,HBDIS002640,5,2.6675549999999997,0.0,0.16421531980222617,0.03899669547127402,0.001483395056308532,0.7245460245313465,5
255,HBDIS002664,5,3.033926,0.0,0.17034468959190302,0.047458586512361935,0.0016223727077283123,0.7920712184885089,5
256,HBDIS002684,31,12.578066,0.034577650155539603,0.18608331838661885,0.0625655521616858,0.007334370848684312,0.04100874173028867,5
257,HBDIS002687,5,0.48734900000000003,0.022783088374201836,0.056624164584600734,0.00012673513844574158,0.000721205613738635,0.0,5
258,HBDIS002712,5,0.574241,0.003992393042908779,0.06643046773392329,0.0006156978981078781,0.0007233127961013015,0.03246493897887433,5
259,HBDIS002739,28,10.57059,0.045578771048223575,0.1829964922461712,0.05786371220865576,0.006281981436942906,0.040377527402311784,5
260,HBDIS002740,15,6.5527489999999995,0.008110729084016574,0.18125576735231194,0.05904964438127509,0.0037815483135234186,0.10087124419277112,5
261,HBDIS002755,12,4.441684,0.013765569703152352,0.17064723791183975,0.041871415613100774,0.002775933848069862,0.11970692931840032,5
262,HBDIS002760,5,2.983256,0.0,0.17033567437457137,0.04890725144013914,0.0016030824406855124,0.7832291882490485,5
263,HBDIS002771,6,2.029761,0.0003274517953174393,0.14616794943660036,0.021759246595693258,0.0013448485669908374,0.3403871203641385,5
264,HBDIS002815,5,1.9821199999999999,1.2594299819901513e-05,0.1491065815721881,0.019907584026239242,0.0012389790522067633,0.40599618789138414,5
265,HBDIS002826,5,3.616262,0.0,0.17946145604802777,0.059265824929551326,0.0018637738243753716,0.890423341400872,5
266,HBDIS002832,7,1.8901020000000002,0.011712698832508407,0.13023207268264805,0.00842788430227082,0.0013955912577334035,0.07781163564382412,5
267,HBDIS002838,5,3.2204490000000003,0.0,0.17401303084660882,0.052780207069417974,0.0017007443663279332,0.8242109831996268,5
268,HBDIS002840,5,1.1784700000000001,0.007027619299505044,0.11635412277774,0.0065599322408078625,0.0009639149162400378,0.15289673076570068,5
269,HBDIS002864,9,2.2930850000000005,0.008148511983476278,0.1214784342132587,0.004883632247254677,0.0017603977380239182,0.005123598539140893,5
270,HBDIS002939,6,3.139274,2.5188599639803025e-05,0.17003602869595874,0.04829299367212684,0.0017515205077773704,0.517658275357888,5
271,HBDIS002946,5,0.9804949999999999,0.0007178750897343862,0.09274358379817954,0.0017888686047951787,0.0009148492877426577,0.0,5
272,HBDIS003000,6,3.1913769999999997,0.0,0.17106621179037482,0.044717390104400956,0.0017958285981718239,0.5219213178574567,5
273,HBDIS003036,35,18.157090000000004,0.009710205161144068,0.19089730170488758,0.08713107341871273,0.00940305127211113,0.0973472059468975,5
274,HBDIS003044,5,2.312285,0.0,0.15791756203932678,0.025725664331247355,0.001374658750117927,0.5206173188252868,5
275,HBDIS003048,7,3.347597,0.0007178750897343862,0.16841302666037195,0.030316795041571986,0.0019446693675052218,0.2522920846794045,5
276,HBDIS003050,217,123.5615869999999,0.1440095212906638,0.22587516386937273,0.3458218869775955,0.060209304735369784,0.027310513177363636,5
277,HBDIS003051,9,2.7278390000000003,0.009420536265286331,0.1456723717542365,0.012177748999744643,0.0019260529733607008,0.047451720544484245,5
278,HBDIS003073,6,3.871987,0.0,0.17997756120476466,0.059571859221665566,0.0020547806867327032,0.5954335482863866,5
279,HBDIS003076,6,2.493575,0.0012972128814498559,0.15763336496405994,0.020115185959105466,0.0015828325426558744,0.2984774952050874,5
280,HBDIS003089,8,1.7804030000000002,0.0021158423697434543,0.10819728661100268,0.002551576017925254,0.0015479056305940891,0.005899468223901151,5
281,HBDIS003090,6,2.369088,0.00023929169657812874,0.1345973482554108,0.00702170047431791,0.0015867236449798366,0.0,5
282,HBDIS003106,9,6.286508,7.556579891940908e-05,0.1857296915114039,0.06819609902723386,0.003123129591695745,0.45288192105288455,5
283,HBDIS003120,6,2.82253,2.5188599639803025e-05,0.16429687589330383,0.027061425995049432,0.00166887056242838,0.3304488455515478,5
284,HBDIS003123,5,3.8756330000000005,0.0,0.1823100760299811,0.06352627820144739,0.001970392416731385,0.9325137332845165,5
285,HBDIS003124,5,1.8981020000000002,2.5188599639803025e-05,0.14688496897540423,0.019521098375855823,0.0012031988898507653,0.453611976640765,5
286,HBDIS003131,6,2.193393,0.000541554892255765,0.15216723936652635,0.032732910921012555,0.0013554570368978943,0.4108170439519922,5
287,HBDIS003142,5,2.849326,0.0,0.16812054234575305,0.046712131844269374,0.0015479308161389677,0.7596074987944866,5
288,HBDIS003217,7,2.320525,0.0006549035906348787,0.14790418405814212,0.027932741311463987,0.0015148628840673647,0.28622858749499047,5
