1.000000,0.338062,0.629941,0.668153,0.714286,0.629941,0.169031,0.377964,0.654654,0.000000,0.676123,0.617213,0.428571,0.617213,0.801784,0.717137,0.654654,0.154303,0.566947
0.338062,1.000000,0.447214,0.158114,0.507093,0.447214,0.400000,0.000000,0.258199,0.000000,0.200000,0.000000,0.169031,0.182574,0.158114,0.282843,0.000000,0.182574,0.223607
0.629941,0.447214,1.000000,0.589256,0.629941,0.888889,0.298142,0.333333,0.481125,0.136083,0.596285,0.408248,0.377964,0.408248,0.471405,0.527046,0.192450,0.272166,0.333333
0.668153,0.158114,0.589256,1.000000,0.534522,0.589256,0.158114,0.530330,0.612372,0.144338,0.790569,0.721688,0.400892,0.577350,0.625000,0.670820,0.612372,0.144338,0.530330
0.714286,0.507093,0.629941,0.534522,1.000000,0.755929,0.169031,0.377964,0.654654,0.000000,0.676123,0.462910,0.571429,0.771517,0.668153,0.597614,0.436436,0.154303,0.566947
0.629941,0.447214,0.888889,0.589256,0.755929,1.000000,0.298142,0.333333,0.481125,0.000000,0.596285,0.408248,0.503953,0.544331,0.589256,0.421637,0.192450,0.136083,0.333333
0.169031,0.400000,0.298142,0.158114,0.169031,0.298142,1.000000,0.223607,0.258199,0.182574,0.000000,0.182574,0.169031,0.182574,0.158114,0.282843,0.000000,0.182574,0.223607
0.377964,0.000000,0.333333,0.530330,0.377964,0.333333,0.223607,1.000000,0.288675,0.000000,0.447214,0.816497,0.188982,0.408248,0.353553,0.316228,0.577350,0.000000,0.250000
0.654654,0.258199,0.481125,0.612372,0.654654,0.481125,0.258199,0.288675,1.000000,0.589256,0.516398,0.471405,0.654654,0.707107,0.714435,0.821584,0.500000,0.589256,0.577350
0.000000,0.000000,0.136083,0.144338,0.000000,0.000000,0.182574,0.000000,0.589256,1.000000,0.000000,0.000000,0.462910,0.166667,0.144338,0.387298,0.000000,0.833333,0.204124
0.676123,0.200000,0.596285,0.790569,0.676123,0.596285,0.000000,0.447214,0.516398,0.000000,1.000000,0.547723,0.338062,0.547723,0.474342,0.565685,0.516398,0.000000,0.447214
0.617213,0.000000,0.408248,0.721688,0.462910,0.408248,0.182574,0.816497,0.471405,0.000000,0.547723,1.000000,0.308607,0.500000,0.577350,0.516398,0.707107,0.000000,0.408248
0.428571,0.169031,0.377964,0.400892,0.571429,0.503953,0.169031,0.188982,0.654654,0.462910,0.338062,0.308607,1.000000,0.771517,0.668153,0.478091,0.218218,0.617213,0.566947
0.617213,0.182574,0.408248,0.577350,0.771517,0.544331,0.182574,0.408248,0.707107,0.166667,0.547723,0.500000,0.771517,1.000000,0.866025,0.645497,0.471405,0.333333,0.816497
0.801784,0.158114,0.471405,0.625000,0.668153,0.589256,0.158114,0.353553,0.714435,0.144338,0.474342,0.577350,0.668153,0.866025,1.000000,0.670820,0.612372,0.288675,0.707107
0.717137,0.282843,0.527046,0.670820,0.597614,0.421637,0.282843,0.316228,0.821584,0.387298,0.565685,0.516398,0.478091,0.645497,0.670820,1.000000,0.547723,0.387298,0.632456
0.654654,0.000000,0.192450,0.612372,0.436436,0.192450,0.000000,0.577350,0.500000,0.000000,0.516398,0.707107,0.218218,0.471405,0.612372,0.547723,1.000000,0.000000,0.288675
0.154303,0.182574,0.272166,0.144338,0.154303,0.136083,0.182574,0.000000,0.589256,0.833333,0.000000,0.000000,0.617213,0.333333,0.288675,0.387298,0.000000,1.000000,0.408248
0.566947,0.223607,0.333333,0.530330,0.566947,0.333333,0.223607,0.250000,0.577350,0.204124,0.447214,0.408248,0.566947,0.816497,0.707107,0.632456,0.288675,0.408248,1.000000
