leaf,s
MESH:C537762,12.749120000000005
MESH:C537763,6.363200000000001
MESH:C537764,4.161139200000001
MESH:C537765,4.161139200000001
MESH:C537766,9.954624000000004
MESH:C537767,4.283200000000001
MESH:C537768,6.6256
MESH:C537769,3.6892800000000006
MESH:C537770,6.836032000000001
MESH:C537773,9.564480000000001
MESH:C537774,3.3616000000000006
MESH:C537775,4.104000000000001
MESH:C537776,4.938560000000001
MESH:C537777,3.3616
MESH:C537778,4.283200000000001
MESH:C537779,3.3616
MESH:C537782,6.827840000000002
MESH:C537783,9.276480000000003
MESH:C537784,7.812160000000001
MESH:C537785,7.694400000000002
MESH:C537786,3.3616000000000006
MESH:C537787,11.679040000000004
MESH:C537788,9.404480000000003
MESH:C537789,12.163443200000001
MESH:C537790,14.502464000000005
MESH:C537791,6.921843200000002
MESH:C537792,4.938560000000001
MESH:C537793,13.702464000000006
MESH:C537794,6.172480000000002
MESH:C537795,14.511680000000002
MESH:C537796,16.152179200000006
MESH:C537797,14.928243200000004
MESH:C537798,3.3616000000000006
MESH:C537799,8.136000000000001
MESH:C537803,8.596800000000002
MESH:C537804,7.3308800000000005
MESH:C537805,11.812160000000002
MESH:C537806,3.6892800000000006
MESH:C537807,4.161139200000001
MESH:C537808,4.161139200000001
MESH:C537809,4.161139200000001
MESH:C537810,7.3308800000000005
MESH:C537811,4.591424
MESH:C537812,4.591424
MESH:C537813,6.363200000000001
MESH:C537814,4.161139200000001
MESH:C537815,4.161139200000001
MESH:C537816,4.161139200000001
MESH:C537817,4.161139200000001
MESH:C537818,6.953024000000001
MESH:C537819,4.591424
MESH:C537820,4.591424
MESH:C537821,4.591424
MESH:C537822,6.031424000000001
MESH:C537823,3.9514240000000003
MESH:C537824,3.689280000000001
MESH:C537825,4.161139200000001
MESH:C537826,4.161139200000001
MESH:C537827,4.161139200000001
MESH:C537828,4.161139200000001
MESH:C537829,5.313600000000001
MESH:C537830,19.41766400000001
MESH:C537831,7.849843200000002
MESH:C537832,5.844800000000001
MESH:C537833,4.938560000000001
MESH:C537834,4.923200000000001
MESH:C537835,4.923200000000001
MESH:C537836,4.5136
MESH:C537838,8.764480000000002
MESH:C537839,9.698624000000002
MESH:C537840,3.3616000000000006
MESH:C537841,3.3616
MESH:C537842,5.563200000000001
MESH:C537844,10.607680000000002
MESH:C537845,5.422707200000001
MESH:C537846,14.898240000000005
MESH:C537847,7.734080000000002
MESH:C537848,4.541248000000001
MESH:C537849,13.264704000000005
MESH:C537851,5.832
MESH:C537852,13.855808000000007
MESH:C537853,6.070080000000001
MESH:C537854,6.070080000000001
MESH:C537855,6.070080000000001
MESH:C537856,6.070080000000001
MESH:C537857,4.795200000000001
MESH:C537858,10.204480000000004
MESH:C537860,10.838080000000005
MESH:C537862,3.3616000000000006
MESH:C537863,8.698688000000002
MESH:C537865,7.496
MESH:C537866,8.4176
MESH:C537869,8.424000000000001
MESH:C537871,5.5324800000000005
MESH:C537872,11.868480000000005
MESH:C537873,16.80800000000001
MESH:C537874,8.424000000000001
MESH:C537875,2.9520000000000004
MESH:C537876,9.276480000000003
MESH:C537878,7.2848000000000015
MESH:C537879,3.3616000000000006
MESH:C537880,4.610880000000001
MESH:C537881,4.923200000000001
MESH:C537882,11.63296
MESH:C537883,4.673139200000001
MESH:C537884,5.5440000000000005
MESH:C537885,4.8016000000000005
MESH:C537887,12.335680000000004
MESH:C537888,14.702400000000006
MESH:C537889,11.394880000000002
MESH:C537890,9.686080000000002
MESH:C537891,16.637760000000007
MESH:C537892,11.740480000000005
MESH:C537893,6.875200000000002
MESH:C537894,7.012160000000001
MESH:C537895,4.5136
MESH:C537897,4.61088
MESH:C537899,6.644800000000001
MESH:C537900,4.750963200000001
MESH:C537901,12.950080000000003
MESH:C537902,14.967360000000005
MESH:C537904,4.841280000000001
MESH:C537905,10.383680000000004
MESH:C537906,24.63776000000001
MESH:C537907,11.0306432
MESH:C537908,16.669760000000004
MESH:C537909,9.311040000000002
MESH:C537910,9.311040000000002
MESH:C537911,9.311040000000002
MESH:C537912,9.311040000000002
MESH:C537913,8.861760000000002
MESH:C537914,10.860198400000003
MESH:C537915,6.696
MESH:C537916,6.347584000000002
MESH:C537917,6.875200000000001
MESH:C537918,3.3616000000000006
MESH:C537919,3.6892800000000006
MESH:C537921,12.028480000000005
MESH:C537922,3.3616000000000006
MESH:C537923,16.46880000000001
MESH:C537927,6.4656
MESH:C537928,6.500160000000001
MESH:C537930,4.426560000000001
MESH:C537931,4.426560000000001
MESH:C537932,5.6604800000000015
MESH:C537933,16.914240000000007
MESH:C537934,18.847040000000007
MESH:C537936,10.02016
MESH:C537937,22.15486720000001
MESH:C537938,13.303628288000002
MESH:C537939,18.538560000000004
MESH:C537940,6.031424000000001
MESH:C537941,4.591424
MESH:C537942,4.591424
MESH:C537943,8.948800000000002
MESH:C537944,11.212608000000001
MESH:C537945,5.462848
MESH:C537946,7.6124800000000015
MESH:C537948,7.171904000000002
MESH:C537952,7.171904000000002
MESH:C537953,7.171904000000002
MESH:C537955,3.3616000000000006
MESH:C537956,9.870400000000002
MESH:C537957,5.3136
MESH:C537959,9.974080000000002
MESH:C537960,16.833600000000008
MESH:C537961,5.953600000000002
MESH:C537962,10.491200000000005
MESH:C537963,5.7232
MESH:C537964,15.151680000000006
MESH:C537965,11.931200000000006
MESH:C537966,13.256000000000006
MESH:C537967,4.283200000000001
MESH:C537968,7.714880000000003
MESH:C537969,13.749824
MESH:C537970,5.5130240000000015
MESH:C537971,14.655040000000005
MESH:C537972,8.534080000000003
MESH:C537973,5.5130240000000015
MESH:C537974,11.234880000000004
MESH:C537975,11.153728000000003
MESH:C537976,12.820800000000004
MESH:C537977,4.283200000000001
MESH:C537978,5.25088
MESH:C537979,7.877440000000003
MESH:C537980,12.477760000000005
MESH:C537981,11.926080000000002
MESH:C537984,7.007040000000002
MESH:C537985,7.007040000000002
MESH:C537986,7.007040000000002
MESH:C537987,7.007040000000002
MESH:C537988,7.007040000000002
MESH:C537989,8.303680000000002
MESH:C537990,8.303680000000002
MESH:C537991,7.007040000000002
MESH:C537992,7.007040000000002
MESH:C537993,7.007040000000002
MESH:C537994,7.007040000000002
MESH:C537995,5.528384000000001
MESH:C537996,12.174400000000006
MESH:C537997,3.3616000000000006
MESH:C537998,5.665600000000001
MESH:C537999,13.256000000000004
MESH:C538000,5.5130240000000015
MESH:C538001,3.6892800000000006
MESH:C538002,7.324480000000003
MESH:C538003,7.324480000000003
MESH:C538004,7.324480000000003
MESH:C538005,7.324480000000003
MESH:C538006,7.324480000000003
MESH:C538007,3.6892800000000006
MESH:C538010,3.3616000000000006
MESH:C538011,7.2848000000000015
MESH:C538012,10.895680000000002
MESH:C538013,11.153728000000003
MESH:C538015,10.619200000000003
MESH:C538016,13.902400000000005
MESH:C538018,14.986560000000006
MESH:C538019,4.591424
MESH:C538020,4.591424
MESH:C538021,3.689280000000001
MESH:C538022,3.689280000000001
MESH:C538023,3.6892800000000006
MESH:C538024,4.161139200000001
MESH:C538025,4.161139200000001
MESH:C538026,4.591424
MESH:C538027,3.6892800000000006
MESH:C538028,4.591424
MESH:C538029,4.591424
MESH:C538030,4.591424
MESH:C538031,4.161139200000001
MESH:C538032,4.591424
MESH:C538033,4.161139200000001
MESH:C538034,4.591424
MESH:C538035,3.689280000000001
MESH:C538036,7.3308800000000005
MESH:C538037,6.031424000000001
MESH:C538038,4.161139200000001
MESH:C538039,3.6892800000000006
MESH:C538040,4.591424
MESH:C538041,4.591424
MESH:C538042,4.591424
MESH:C538043,3.9514240000000003
MESH:C538044,4.591424
MESH:C538045,9.026624000000004
MESH:C538046,3.689280000000001
MESH:C538047,4.161139200000001
MESH:C538048,4.591424
MESH:C538049,9.099123200000003
MESH:C538050,5.422707200000001
MESH:C538051,3.3616000000000006
MESH:C538052,16.884800000000006
MESH:C538053,6.4721024000000025
MESH:C538054,4.161139200000001
MESH:C538055,13.527360000000005
MESH:C538056,6.587200000000001
MESH:C538057,8.539200000000001
MESH:C538058,6.172480000000001
MESH:C538059,8.636480000000002
MESH:C538061,10.192960000000001
MESH:C538062,10.660160000000003
MESH:C538063,12.961600000000002
MESH:C538064,4.923200000000001
MESH:C538065,4.283200000000001
MESH:C538068,4.688704
MESH:C538069,6.05088
MESH:C538070,9.006400000000001
MESH:C538071,4.938560000000001
MESH:C538072,8.822080000000003
MESH:C538074,6.856000000000002
MESH:C538075,7.796800000000001
MESH:C538077,7.007040000000002
MESH:C538078,10.905459200000001
MESH:C538079,12.324160000000003
MESH:C538081,5.435200000000001
MESH:C538082,4.591424
MESH:C538083,4.591424
MESH:C538084,4.591424
MESH:C538085,6.031424000000001
MESH:C538086,3.689280000000001
MESH:C538087,7.3308800000000005
MESH:C538088,9.897280000000004
MESH:C538089,9.569600000000003
MESH:C538091,10.563904000000004
MESH:C538092,4.541248000000001
MESH:C538094,7.0121600000000015
MESH:C538095,4.938560000000001
MESH:C538098,3.3616
MESH:C538100,10.130240000000004
MESH:C538101,10.188864000000002
MESH:C538102,16.545600000000004
MESH:C538103,6.587200000000002
MESH:C538104,6.972480000000001
MESH:C538105,4.0016
MESH:C538106,9.564480000000003
MESH:C538107,3.689280000000001
MESH:C538109,2.9520000000000004
MESH:C538110,8.0272
MESH:C538111,4.5136
MESH:C538112,9.725760000000003
MESH:C538113,20.202560000000005
MESH:C538114,9.564480000000003
MESH:C538115,6.4656
MESH:C538116,10.388800000000005
MESH:C538117,9.661299200000002
MESH:C538118,8.573760000000002
MESH:C538119,10.182965760000004
MESH:C538120,8.534080000000001
MESH:C538121,6.172480000000001
MESH:C538124,6.484800000000002
MESH:C538125,10.204480000000004
MESH:C538126,10.670400000000003
MESH:C538128,5.3136
MESH:C538130,5.250880000000001
MESH:C538131,8.289600000000004
MESH:C538132,15.947584000000006
MESH:C538133,4.688704
MESH:C538134,3.9514240000000003
MESH:C538135,17.537600000000005
MESH:C538136,6.434624000000001
MESH:C538137,5.313600000000001
MESH:C538139,4.610880000000001
MESH:C538141,4.610880000000001
MESH:C538142,7.204672000000002
MESH:C538144,8.861760000000004
MESH:C538145,3.6892800000000006
MESH:C538147,3.3616000000000006
MESH:C538148,3.6892800000000006
MESH:C538150,6.3158400000000015
MESH:C538152,16.714560000000006
MESH:C538153,6.3158400000000015
MESH:C538154,6.3158400000000015
MESH:C538155,6.3158400000000015
MESH:C538156,5.8448
MESH:C538157,10.548800000000004
MESH:C538158,20.79648000000001
MESH:C538159,13.038400000000005
MESH:C538160,19.280960000000007
MESH:C538161,8.9296
MESH:C538162,6.836032000000001
MESH:C538164,11.188800000000004
MESH:C538165,8.816704000000001
MESH:C538167,4.610880000000001
MESH:C538169,3.3616000000000006
MESH:C538170,9.236800000000002
MESH:C538171,3.9514240000000007
MESH:C538172,9.788480000000002
MESH:C538173,6.500160000000002
MESH:C538174,6.4028800000000015
MESH:C538175,6.0752000000000015
MESH:C538176,4.8016000000000005
MESH:C538177,5.348160000000002
MESH:C538178,5.25088
MESH:C538179,9.974080000000002
MESH:C538180,6.875200000000001
MESH:C538181,4.923200000000001
MESH:C538182,11.360320000000003
MESH:C538183,11.344960000000002
MESH:C538184,8.486720000000002
MESH:C538185,14.218560000000005
MESH:C538186,8.486720000000002
MESH:C538187,5.250880000000001
MESH:C538189,7.593024000000003
MESH:C538190,9.425728000000003
MESH:C538191,9.052480000000003
MESH:C538192,12.404800000000005
MESH:C538193,17.204800000000002
MESH:C538194,4.950848000000001
MESH:C538195,8.323904000000002
MESH:C538196,2.9520000000000004
MESH:C538197,5.422707200000001
MESH:C538198,5.422707200000001
MESH:C538199,5.422707200000001
MESH:C538200,7.729615360000002
MESH:C538201,7.729615360000002
MESH:C538202,7.729615360000002
MESH:C538203,7.729615360000002
MESH:C538204,14.942784000000005
MESH:C538205,7.729615360000002
MESH:C538206,15.475264000000005
MESH:C538207,4.161139200000001
MESH:C538209,13.975104000000002
MESH:C538210,5.790528000000002
MESH:C538211,4.938560000000001
MESH:C538212,7.510080000000001
MESH:C538213,4.938560000000001
MESH:C538215,4.938560000000001
MESH:C538216,4.938560000000001
MESH:C538217,12.929600000000004
MESH:C538218,5.563200000000001
MESH:C538220,4.904
MESH:C538221,6.3158400000000015
MESH:C538223,7.889984000000002
MESH:C538224,16.705600000000004
MESH:C538225,9.467200000000002
MESH:C538228,7.899200000000001
MESH:C538229,3.6892800000000006
MESH:C538230,3.9514240000000007
MESH:C538232,10.32096
MESH:C538234,4.61088
MESH:C538235,7.300160000000001
MESH:C538236,9.946944000000006
MESH:C538237,9.946944000000006
MESH:C538238,4.923200000000001
MESH:C538240,4.950848000000001
MESH:C538241,10.414144
MESH:C538242,4.950848000000001
MESH:C538243,4.950848000000001
MESH:C538245,9.411904000000002
MESH:C538246,4.610880000000001
MESH:C538247,6.3158400000000015
MESH:C538248,6.902387200000002
MESH:C538249,5.762880000000002
MESH:C538250,6.480704000000001
MESH:C538251,7.242560000000003
MESH:C538253,7.094080000000002
MESH:C538254,13.487680000000003
MESH:C538255,5.675840000000001
MESH:C538256,6.4656
MESH:C538258,12.262464000000005
MESH:C538259,4.610880000000001
MESH:C538260,5.435200000000001
MESH:C538261,4.610880000000001
MESH:C538262,8.206400000000002
MESH:C538263,4.9508480000000015
MESH:C538265,11.237184000000003
MESH:C538268,7.729615360000002
MESH:C538269,18.762560000000008
MESH:C538270,2.9520000000000004
MESH:C538271,6.875200000000001
MESH:C538272,7.202880000000001
MESH:C538273,4.104
MESH:C538274,9.718848000000003
MESH:C538275,4.104
MESH:C538276,13.824064000000005
MESH:C538278,10.670400000000004
MESH:C538279,3.3616000000000006
MESH:C538280,5.313600000000001
MESH:C538281,8.027200000000004
MESH:C538282,3.3616000000000006
MESH:C538283,12.023360000000004
MESH:C538284,3.3616000000000006
MESH:C538285,3.3616000000000006
MESH:C538286,3.3616000000000006
MESH:C538287,4.392
MESH:C538288,6.953024000000001
MESH:C538289,4.161139200000001
MESH:C538290,4.591424
MESH:C538291,4.591424
MESH:C538292,6.031424000000001
MESH:C538293,4.161139200000001
MESH:C538294,4.591424
MESH:C538295,4.161139200000001
MESH:C538296,4.161139200000001
MESH:C538297,4.591424
MESH:C538298,3.689280000000001
MESH:C538299,4.591424
MESH:C538300,4.591424
MESH:C538301,4.161139200000001
MESH:C538302,4.161139200000001
MESH:C538303,3.689280000000001
MESH:C538304,3.689280000000001
MESH:C538305,4.161139200000001
MESH:C538306,3.6892800000000006
MESH:C538307,4.591424
MESH:C538308,4.591424
MESH:C538309,6.953024000000001
MESH:C538310,3.689280000000001
MESH:C538311,4.591424
MESH:C538312,4.591424
MESH:C538313,4.161139200000001
MESH:C538314,4.161139200000001
MESH:C538315,4.161139200000001
MESH:C538316,4.161139200000001
MESH:C538317,4.161139200000001
MESH:C538318,4.591424
MESH:C538319,8.534080000000003
MESH:C538320,4.610880000000001
MESH:C538321,7.1053440000000005
MESH:C538322,10.773619200000002
MESH:C538323,17.207360000000005
MESH:C538324,4.610880000000001
MESH:C538325,18.10976000000001
MESH:C538326,7.709760000000002
MESH:C538328,12.072000000000006
MESH:C538329,4.426560000000001
MESH:C538330,11.228480000000005
MESH:C538331,9.282880000000002
MESH:C538332,13.481280000000005
MESH:C538333,3.3616000000000006
MESH:C538334,7.339840000000002
MESH:C538335,12.969280000000005
MESH:C538336,8.4176
MESH:C538337,10.293363200000003
MESH:C538338,12.980800000000002
MESH:C538340,17.488704000000006
MESH:C538341,7.889984000000002
MESH:C538342,15.849280000000006
MESH:C538343,17.751360000000002
MESH:C538344,9.448
MESH:C538345,8.148800000000001
MESH:C538346,10.286400000000004
MESH:C538347,3.3616000000000006
MESH:C538348,4.42656
MESH:C538349,4.42656
MESH:C538351,4.42656
MESH:C538352,4.328911360000001
MESH:C538353,6.582080000000001
MESH:C538354,4.283200000000001
MESH:C538355,7.163200000000001
MESH:C538356,14.364582400000002
MESH:C538357,9.857600000000003
MESH:C538358,10.357824000000003
MESH:C538359,5.762880000000002
MESH:C538360,6.665024000000001
MESH:C538361,9.358400000000001
MESH:C538362,7.924799999999999
MESH:C538363,5.844800000000001
MESH:C538364,6.363200000000001
MESH:C538365,5.844800000000001
MESH:C538369,4.938560000000001
MESH:C538370,6.690880000000002
MESH:C538371,4.5136
MESH:C538374,4.489280000000001
MESH:C538375,4.489280000000001
MESH:C538376,4.489280000000001
MESH:C538377,3.3616000000000006
MESH:C538380,8.939584000000004
MESH:C538381,5.7232
MESH:C538382,6.840128000000001
MESH:C538385,4.610880000000001
MESH:C538386,8.877120000000001
MESH:C538387,11.216960000000004
MESH:C538388,5.723200000000001
MESH:C538389,3.6892800000000006
MESH:C538390,3.6892800000000006
MESH:C538394,5.672563200000001
MESH:C538396,16.248384
MESH:C538397,4.42656
MESH:C538398,4.42656
MESH:C538399,9.467200000000002
MESH:C538400,6.484800000000002
MESH:C538401,7.2848000000000015
MESH:C538402,4.688704000000001
MESH:C538405,4.591424
MESH:C538407,4.104000000000001
MESH:C538417,5.353280000000001
MESH:C538420,3.6892800000000006
MESH:C538421,5.7232
MESH:C538424,6.757184000000001
MESH:C538427,4.8409113600000016
MESH:C538433,4.4631290880000005
MESH:C538435,7.5610240000000015
MESH:C538436,5.270532608000001
MESH:C538437,5.25088
MESH:C538442,7.7494400000000025
MESH:C538443,6.665024000000001
MESH:C538444,6.4721024000000025
MESH:C538445,8.269632000000001
MESH:C538446,5.4227072000000005
MESH:C538457,4.895142400000001
MESH:C538458,8.510784000000001
MESH:C538459,3.6892800000000006
MESH:C538461,4.873024000000001
MESH:C538465,6.9968
MESH:C538475,10.188403200000003
MESH:C538481,9.128000000000002
MESH:C538482,8.241984000000002
MESH:C538489,6.762304000000002
MESH:C538493,8.295846400000002
MESH:C538494,4.841280000000001
MESH:C538496,9.316160000000004
MESH:C538497,5.062914560000001
MESH:C538505,3.9514240000000007
MESH:C538507,6.484800000000002
MESH:C538511,7.647040000000001
MESH:C538514,4.283200000000001
MESH:C538521,4.938560000000001
MESH:C538523,6.472102400000002
MESH:C538525,7.421760000000001
MESH:C538533,9.126720000000002
MESH:C538534,8.057664
MESH:C538539,15.319360000000007
MESH:C538540,6.172480000000001
MESH:C538543,5.200704000000001
MESH:C538544,6.827840000000002
MESH:C538550,4.873024000000001
MESH:C538553,5.180879360000001
MESH:C538556,15.633984000000003
MESH:C538557,8.269632000000001
MESH:C538558,4.923200000000001
MESH:C538564,9.358400000000003
MESH:C538567,6.634304000000001
MESH:C538572,9.475904000000002
MESH:C538582,7.204672000000002
MESH:C538585,8.788800000000002
MESH:C538586,5.762880000000002
MESH:C538590,8.241984000000002
MESH:C538596,5.435200000000001
MESH:C538602,9.373299200000002
MESH:C538603,6.757184000000001
MESH:C538604,5.5324800000000005
MESH:C538613,6.825024000000002
MESH:C538614,8.269632000000001
MESH:C538618,5.25088
MESH:C538620,4.591424000000001
MESH:C538626,10.628928
MESH:C538631,10.628928
MESH:C538636,5.25088
MESH:C538637,9.085760000000002
MESH:C538639,5.844800000000001
MESH:C538640,5.528384000000001
MESH:C538641,6.363200000000001
MESH:C538646,6.762304000000002
MESH:C538648,4.61088
MESH:C538655,4.750963200000001
MESH:C538657,3.6892800000000006
MESH:C538662,5.278528000000001
MESH:C538664,6.914961920000003
MESH:C538665,5.25088
MESH:C538667,8.011584000000003
MESH:C538669,6.582080000000002
MESH:C538678,7.636800000000002
MESH:C538679,4.841280000000001
MESH:C538682,7.889984000000001
MESH:C539067,7.242560000000003
MESH:C539595,7.007040000000002
MESH:C540309,9.718438400000002
MESH:C540322,4.328911360000001
MESH:C540694,3.3616
MESH:C540770,16.482368
MESH:C541598,21.56243200000001
MESH:C542540,6.914880000000002
MESH:C543092,5.313600000000001
MESH:C543241,9.646400000000002
MESH:C543758,4.0016
MESH:C543759,4.8016000000000005
MESH:C544351,7.9401600000000006
MESH:C545036,7.745344000000002
MESH:C548009,4.9508480000000015
MESH:C548012,3.689280000000001
MESH:C548013,7.581504000000001
MESH:C548014,7.581504000000001
MESH:C548016,2.9520000000000004
MESH:C548027,4.9232000000000005
MESH:C548028,3.3616
MESH:C548029,3.689280000000001
MESH:C548030,8.022079999999999
MESH:C548031,8.022079999999999
MESH:C548032,5.762880000000001
MESH:C548033,7.118451200000002
MESH:C548034,8.788800000000002
MESH:C548035,8.788800000000002
MESH:C548069,10.628928
MESH:C548070,10.628928
MESH:C548071,3.3616000000000006
MESH:C548072,10.628928
MESH:C548074,10.628928
MESH:C548075,7.140160000000001
MESH:C548076,7.140160000000001
MESH:C548077,7.140160000000001
MESH:C548078,7.284800000000002
MESH:C548080,5.7232
MESH:C548081,7.734080000000002
MESH:C548082,7.734080000000002
MESH:C548083,7.734080000000002
MESH:C548084,7.734080000000002
MESH:C548085,8.534080000000003
MESH:C548086,9.748800000000003
MESH:C548420,4.6731392000000005
MESH:C548479,4.750963200000001
MESH:C548481,4.541248000000001
MESH:C548841,4.328911360000001
MESH:C549759,9.49664
MESH:C551853,4.328911360000001
MESH:C553654,3.3616000000000006
MESH:C554497,6.730560000000001
MESH:C554498,14.480243200000006
MESH:C557674,9.974080000000002
MESH:C557675,7.109440000000002
MESH:C557815,4.9232000000000005
MESH:C557817,8.788800000000002
MESH:C557818,10.740800000000002
MESH:C557819,8.788800000000002
MESH:C557820,8.788800000000002
MESH:C557821,8.788800000000002
MESH:C557826,6.9968
MESH:C557827,6.9968
MESH:C557830,7.284800000000002
MESH:C559045,7.387200000000001
MESH:C562377,4.610880000000001
MESH:C562378,6.465600000000001
MESH:C562379,3.3616
MESH:C562384,6.4656
MESH:C562385,5.8407040000000015
MESH:C562390,5.953600000000002
MESH:C562391,13.003840000000004
MESH:C562393,8.436800000000002
MESH:C562397,2.9520000000000004
MESH:C562398,6.875200000000001
MESH:C562399,4.923200000000001
MESH:C562400,6.235200000000001
MESH:C562401,6.056000000000001
MESH:C562404,7.089984000000001
MESH:C562405,6.753600000000001
MESH:C562406,5.25088
MESH:C562407,4.904000000000001
MESH:C562408,5.8448
MESH:C562417,5.5130240000000015
MESH:C562419,10.440000000000003
MESH:C562420,4.426560000000001
MESH:C562423,5.422707200000001
MESH:C562424,9.725760000000003
MESH:C562429,4.42656
MESH:C562434,9.807680000000003
MESH:C562435,5.4352
MESH:C562438,11.926080000000006
MESH:C562440,4.688704000000001
MESH:C562441,5.435200000000001
MESH:C562442,6.955840000000001
MESH:C562443,13.185600000000006
MESH:C562446,12.692800000000005
MESH:C562448,5.25088
MESH:C562451,4.610880000000001
MESH:C562456,8.0272
MESH:C562461,6.875200000000001
MESH:C562463,6.075200000000001
MESH:C562464,7.9401600000000006
MESH:C562465,3.3616
MESH:C562467,3.3616
MESH:C562469,7.421760000000003
MESH:C562470,4.904
MESH:C562472,11.017280000000001
MESH:C562476,6.397760000000002
MESH:C562477,5.153600000000001
MESH:C562478,8.539200000000001
MESH:C562479,4.938560000000001
MESH:C562483,4.8016000000000005
MESH:C562484,3.6892800000000006
MESH:C562485,3.3616000000000006
MESH:C562486,9.794880000000001
MESH:C562487,5.313600000000001
MESH:C562489,3.3616
MESH:C562492,11.880000000000004
MESH:C562503,4.283200000000001
MESH:C562509,18.77408000000001
MESH:C562515,11.291200000000005
MESH:C562524,9.467200000000002
MESH:C562538,10.680384000000004
MESH:C562543,13.487680000000003
MESH:C562546,4.283200000000001
MESH:C562548,3.6892800000000006
MESH:C562551,4.5136
MESH:C562557,3.3616000000000006
MESH:C562561,3.6892800000000006
MESH:C562562,5.435200000000001
MESH:C562563,3.6892800000000006
MESH:C562564,2.9520000000000004
MESH:C562565,5.896000000000001
MESH:C562567,6.495040000000001
MESH:C562568,6.056000000000001
MESH:C562573,8.886080000000003
MESH:C562574,4.161139200000001
MESH:C562576,8.315200000000003
MESH:C562577,4.9232000000000005
MESH:C562580,8.436800000000002
MESH:C562581,7.624000000000002
MESH:C562583,8.701760000000002
MESH:C562584,4.5136
MESH:C562587,6.875200000000001
MESH:C562589,4.61088
MESH:C562590,10.760000000000003
MESH:C562591,10.760000000000003
MESH:C562592,10.760000000000003
MESH:C562593,10.760000000000003
MESH:C562594,4.750963200000001
MESH:C562600,4.610880000000001
MESH:C562601,6.827840000000002
MESH:C562602,7.284800000000003
MESH:C562603,6.972480000000002
MESH:C562606,12.8817792
MESH:C562609,11.407168000000002
MESH:C562618,7.406400000000001
MESH:C562625,9.725760000000003
MESH:C562626,9.725760000000003
MESH:C562627,5.435200000000001
MESH:C562628,5.435200000000001
MESH:C562629,10.306880000000003
MESH:C562632,5.435200000000001
MESH:C562637,7.421760000000002
MESH:C562638,7.421760000000002
MESH:C562639,6.1223040000000015
MESH:C562642,8.027200000000002
MESH:C562643,8.027200000000002
MESH:C562644,8.827200000000001
MESH:C562645,4.5136
MESH:C562646,4.688704000000001
MESH:C562647,4.688704000000001
MESH:C562649,4.5136
MESH:C562651,12.750400000000003
MESH:C562654,5.953600000000002
MESH:C562656,6.840128000000001
MESH:C562657,9.974080000000002
MESH:C562658,14.639680000000002
MESH:C562659,4.610880000000001
MESH:C562662,8.698688000000002
MESH:C562663,8.464448000000003
MESH:C562664,9.995328000000002
MESH:C562669,4.610880000000001
MESH:C562670,4.610880000000001
MESH:C562672,8.202304000000002
MESH:C562674,10.158400000000002
MESH:C562678,5.25088
MESH:C562680,4.610880000000001
MESH:C562682,11.700800000000003
MESH:C562683,8.295488000000002
MESH:C562684,6.972480000000003
MESH:C562687,4.610880000000001
MESH:C562688,12.055810560000003
MESH:C562692,7.796800000000002
MESH:C562694,3.9514240000000003
MESH:C562695,4.801139200000001
MESH:C562700,4.104000000000001
MESH:C562701,5.200704000000001
MESH:C562704,8.717939200000004
MESH:C562705,8.717939200000004
MESH:C562707,6.2416
MESH:C562708,7.202880000000001
MESH:C562709,8.476480000000002
MESH:C562710,9.494848000000003
MESH:C562711,4.904000000000001
MESH:C562716,6.737984000000001
MESH:C562717,2.952
MESH:C562718,4.688704
MESH:C562719,2.9520000000000004
MESH:C562721,5.313600000000001
MESH:C562722,3.6892800000000006
MESH:C562723,3.3616000000000006
MESH:C562724,4.923200000000001
MESH:C562725,3.3616000000000006
MESH:C562727,6.4028800000000015
MESH:C562730,8.764480000000002
MESH:C562731,11.529280000000004
MESH:C562732,3.6892800000000006
MESH:C562733,2.952
MESH:C562735,9.569600000000001
MESH:C562737,3.6892800000000006
MESH:C562738,4.904
MESH:C562740,3.6892800000000006
MESH:C562742,4.283200000000001
MESH:C562745,4.923200000000001
MESH:C562746,4.923200000000001
MESH:C562751,8.129600000000002
MESH:C562753,2.9520000000000004
MESH:C562757,6.0752000000000015
MESH:C562759,5.200704000000001
MESH:C562760,4.283200000000001
MESH:C562761,4.283200000000001
MESH:C562765,5.435200000000001
MESH:C562768,5.7232
MESH:C562769,3.3616
MESH:C562770,7.508800000000003
MESH:C562771,3.3616
MESH:C562772,4.610880000000001
MESH:C562774,15.643200000000006
MESH:C562776,4.5136
MESH:C562782,5.313600000000001
MESH:C562783,8.724800000000002
MESH:C562785,3.3616
MESH:C562790,3.6892800000000006
MESH:C562791,14.308211200000006
MESH:C562792,12.055810560000003
MESH:C562793,14.482946560000004
MESH:C562794,12.055810560000003
MESH:C562798,4.5136
MESH:C562799,7.874624000000002
MESH:C562801,4.5136
MESH:C562803,6.235200000000002
MESH:C562805,4.688704
MESH:C562806,4.750963200000001
MESH:C562812,5.25088
MESH:C562815,4.5136
MESH:C562816,6.925120000000001
MESH:C562818,4.610880000000001
MESH:C562823,3.3616000000000006
MESH:C562824,7.9056000000000015
MESH:C562827,4.904
MESH:C562829,4.904000000000001
MESH:C562830,4.283200000000001
MESH:C562831,4.938560000000001
MESH:C562832,7.0032
MESH:C562833,7.018560000000001
MESH:C562834,4.463424000000001
MESH:C562838,5.3136
