leaf1,leaf2,result
MESH:D000071057,MESH:D002598,0.054470402995872164
MESH:D000071057,MESH:D002607,0.12011511031405098
MESH:D000071057,MESH:D002659,0.08542445274959956
MESH:D000071057,MESH:D002779,0.07315539806824027
MESH:D000071057,MESH:D002796,0.051619841376529106
MESH:D000071057,MESH:D002822,0.052677064899790106
MESH:D000071057,MESH:D003072,0.08542445274959956
MESH:D000071057,MESH:D003092,0.06481997265407403
MESH:D000071057,MESH:D003110,0.046075100306406436
MESH:D000071057,MESH:D003248,0.2418700348631194
MESH:D000071057,MESH:D003324,0.05470345220570777
MESH:D000071057,MESH:D003327,0.06920041087743957
MESH:D000071057,MESH:D003424,0.06060287232363616
MESH:D000071057,MESH:D003550,0.06369708497368072
MESH:D000071057,MESH:D003560,0.17217457803026165
MESH:D000071057,MESH:D003586,0.063968015992004
MESH:D000071057,MESH:D003668,0.07315539806824027
MESH:D000071057,MESH:D003711,0.22980631500280246
MESH:D000071057,MESH:D003866,0.08542445274959956
MESH:D000071057,MESH:D003872,0.08542445274959956
MESH:D000071057,MESH:D003920,0.08583241743863507
MESH:D000071057,MESH:D003921,0.07462299839353267
MESH:D000071057,MESH:D003925,0.06587675556978818
MESH:D000071057,MESH:D003928,0.05174016734710376
MESH:D000071057,MESH:D003930,0.06022937353086336
MESH:D000071057,MESH:D003967,0.2418700348631194
MESH:D000071057,MESH:D004314,0.25101367994240026
MESH:D000071057,MESH:D004409,0.8290815329921476
MESH:D000071057,MESH:D004487,0.2872397223705285
MESH:D000071057,MESH:D004660,0.27994616419919244
MESH:D000071057,MESH:D004714,0.059231837112447935
MESH:D000071057,MESH:D004715,0.0663315541275846
MESH:D000071057,MESH:D004751,0.06827759108123967
MESH:D000071057,MESH:D004769,0.063968015992004
MESH:D000071057,MESH:D004802,0.07315539806824027
MESH:D000071057,MESH:D004827,0.25832999942847346
MESH:D000071057,MESH:D004833,0.18514790071484494
MESH:D000071057,MESH:D004890,0.22062591048374944
MESH:D000071057,MESH:D004938,0.05614773873755318
MESH:D000071057,MESH:D004941,0.06827759108123967
MESH:D000071057,MESH:D005221,0.2872397223705285
MESH:D000071057,MESH:D005234,0.08542445274959956
MESH:D000071057,MESH:D005235,0.11669893296114538
MESH:D000071057,MESH:D005355,0.1751201281366791
MESH:D000071057,MESH:D005600,0.21574100902454363
MESH:D000071057,MESH:D005756,0.06827759108123967
MESH:D000071057,MESH:D005767,0.10213614000124556
MESH:D000071057,MESH:D005770,0.07233636409303261
MESH:D000071057,MESH:D005776,0.12682742701180297
MESH:D000071057,MESH:D005902,0.07315539806824027
MESH:D000071057,MESH:D005909,0.04741140248933381
MESH:D000071057,MESH:D005910,0.05589790868067349
MESH:D000071057,MESH:D005921,0.05817887985455279
MESH:D000071057,MESH:D006008,0.059231837112447935
MESH:D000071057,MESH:D006009,0.13546076196678608
MESH:D000071057,MESH:D006073,0.05277238245318283
MESH:D000071057,MESH:D006130,0.1751201281366791
MESH:D000071057,MESH:D006258,0.08542445274959956
MESH:D000071057,MESH:D006331,0.10213614000124556
MESH:D000071057,MESH:D006332,0.13824282915557343
MESH:D000071057,MESH:D006333,0.08542445274959956
MESH:D000071057,MESH:D006394,0.06481997265407403
MESH:D000071057,MESH:D006432,0.05309000414765657
MESH:D000071057,MESH:D006470,0.1751201281366791
MESH:D000071057,MESH:D006501,0.17606975070893469
MESH:D000071057,MESH:D006519,0.11669893296114538
MESH:D000071057,MESH:D006526,0.08730910606692184
MESH:D000071057,MESH:D006556,0.13898868572041395
MESH:D000071057,MESH:D006689,0.059877438368339794
MESH:D000071057,MESH:D006816,0.37359790198742454
MESH:D000071057,MESH:D006930,0.33902197171337606
MESH:D000071057,MESH:D006934,0.06827759108123965
MESH:D000071057,MESH:D006937,0.05698587297623055
MESH:D000071057,MESH:D006943,0.07315539806824027
MESH:D000071057,MESH:D006949,0.063968015992004
MESH:D000071057,MESH:D006965,0.1751201281366791
MESH:D000071057,MESH:D006967,0.10213614000124556
MESH:D000071057,MESH:D006976,0.0723363640930326
MESH:D000071057,MESH:D006984,0.1751201281366791
MESH:D000071057,MESH:D006996,0.06827759108123965
MESH:D000071057,MESH:D007249,0.1751201281366791
MESH:D000071057,MESH:D007333,0.063968015992004
MESH:D000071057,MESH:D007340,0.048320120800302
MESH:D000071057,MESH:D007410,0.08542445274959956
MESH:D000071057,MESH:D007511,0.1751201281366791
MESH:D000071057,MESH:D007669,0.09407537462741414
MESH:D000071057,MESH:D007674,0.07325634633972629
MESH:D000071057,MESH:D007680,0.054637811072693894
MESH:D000071057,MESH:D007690,0.0507352649728487
MESH:D000071057,MESH:D007859,0.3126411355361998
MESH:D000071057,MESH:D007898,0.05553386264046163
MESH:D000071057,MESH:D007938,0.08542445274959956
MESH:D000071057,MESH:D007964,0.14828954639071684
