graph,nodes,edges,density,average_clustering,transitivity,num_components,largest_component_nodes,avg_shortest_path_length_LCC,weighted_diameter_LCC,degree_assortativity_weighted,modularity_greedy_weighted,avg_degree,std_degree,avg_weighted_degree,std_weighted_degree
herb_baseline,19,77,0.4502923976608187,0.009711786133900575,0.5092936802973977,1,19,1514619883041.107,2000000000000.0,0.31500783428073975,2.220446049250313e-16,8.105263157894736,5.230424525812566,0.06362873684210525,0.15000784702346392
herb_climate,19,67,0.391812865497076,0.42194028039040665,0.5620767494356659,1,19,2.981602502734903,6.911861559308775,0.03783630376998687,0.317446951095242,7.052631578947368,1.986101290959285,4.255211999999999,1.5757995882928766
disease,400,1967,0.024649122807017546,0.28673601346944116,0.06779475384699633,1,400,8.24782092071316,71.26884723844208,-0.33052472283734674,0.19739994711396225,9.835,21.469461451093732,4.2875608199999995,12.47388688990113
